,Code_Postal,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,Ville
883,67400,1.0,10.0,,17.0,16.0,1.0,7.0,23.0,3.0,ILLKIRCH-GRAFFENSTADEN
884,67430,,,,,2.0,,,,,DEHLINGEN
885,67450,,,,1.0,1.0,,,9.0,2.0,LAMPERTHEIM
886,67460,,,,,,9.0,,1.0,,SOUFFELWEYERSHEIM
887,67490,,,,,3.0,,,,,FRIEDOLSHEIM
888,67500,,7.0,30.0,1.0,,4.0,5.0,15.0,3.0,WEITBRUCH
889,67540,4.0,1.0,3.0,3.0,26.0,,4.0,,2.0,OSTWALD
890,67550,,,,,,,1.0,,,VENDENHEIM
891,67580,,,,,,6.0,,,,LAUBACH
892,67600,,2.0,5.0,3.0,7.0,2.0,,33.0,3.0,BINDERNHEIM
893,67700,,,,,1.0,,10.0,6.0,14.0,ECKARTSWILLER
894,67800,,,2.0,5.0,,2.0,1.0,3.0,8.0,HOENHEIM
895,67860,,,,1.0,,,,,,RHINAU
896,68000,,8.0,2.0,2.0,1.0,4.0,2.0,11.0,14.0,COLMAR
897,68100,,4.0,11.0,9.0,33.0,14.0,16.0,43.0,4.0,
898,68128,,1.0,,,,,,,,ROSENAU
899,68130,,,,,4.0,,,,,EMLINGEN
900,68200,,,,4.0,,,1.0,,,
901,68270,,,,2.0,,,,,,RUELISHEIM
902,68300,,,1.0,,,,,,,SAINT-LOUIS
903,68320,,,,,,,,1.0,,DURRENENTZEN
904,68500,,1.0,,,,,,,,HARTMANNSWILLER
905,68630,,,,,,3.0,,,,MITTELWIHR
906,68700,,,,3.0,,,,,,MICHELBACH
907,68850,,,,,,1.0,,,,STAFFELFELDEN
908,69000,,,3.0,,,3.0,,,,
909,69001,,,4.0,,,,,,,LYON--1ER-ARRONDISSEMENT
910,69002,,,34.0,,8.0,21.0,13.0,14.0,,LYON--2E--ARRONDISSEMENT
911,69003,,4.0,41.0,25.0,10.0,12.0,15.0,52.0,10.0,LYON--3E--ARRONDISSEMENT
912,69004,,8.0,5.0,,3.0,4.0,,,,LYON--4E--ARRONDISSEMENT
913,69005,,,,,5.0,,,,2.0,LYON--5E--ARRONDISSEMENT
914,69006,,7.0,,,,,2.0,,,LYON--6E--ARRONDISSEMENT
915,69007,,110.0,240.0,161.0,121.0,132.0,273.0,246.0,155.0,LYON--7E--ARRONDISSEMENT
916,69008,,1.0,2.0,,,2.0,3.0,4.0,,LYON--8E--ARRONDISSEMENT
917,69009,,,,6.0,,8.0,,1.0,,LYON--9E--ARRONDISSEMENT
918,69100,,3.0,9.0,10.0,8.0,7.0,22.0,2.0,,VILLEURBANNE
919,69120,,,4.0,4.0,,12.0,,,,VAULX-EN-VELIN
920,69126,,,,,,,3.0,,,BRINDAS
921,69130,,,,,3.0,,,,,ECULLY
922,69140,,,2.0,,,,,,,RILLIEUX-LA-PAPE
923,69150,,19.0,,,,,,,,DECINES-CHARPIEU
924,69170,,,3.0,,,,,,,SAINT-APPOLINAIRE
925,69190,,,12.0,,,,,7.0,2.0,SAINT-FONS
926,69200,,3.0,2.0,2.0,,,,2.0,,VENISSIEUX
927,69290,,,3.0,,,,,,,SAINT-GENIS-LES-OLLIERES
928,69300,,,,,1.0,,,,,CALUIRE-ET-CUIRE
929,69330,,,,2.0,,,1.0,,1.0,JONS
930,69340,,,,,,,5.0,,,FRANCHEVILLE
931,69380,,,,,,,,7.0,,DOMMARTIN
932,69400,,,3.0,,9.0,8.0,2.0,9.0,,LIERGUES
933,69500,,,,5.0,1.0,,,,,BRON
934,69530,,,,1.0,,,,,,BRIGNAIS
935,69600,,,,,1.0,,,9.0,,OULLINS
936,69700,,,,,,,15.0,4.0,,ECHALAS
937,69780,,,,2.0,1.0,,,,,SAINT-PIERRE-DE-CHANDIEU
938,69800,,,,6.0,,19.0,1.0,2.0,,SAINT-PRIEST
939,69860,,,,,,1.0,,,,SAINT-JACQUES-DES-ARRETS
940,70000,,4.0,,,,,,,,ECHENOZ-LE-SEC
941,70052,,,,,,,,7.0,,
942,70180,,,,1.0,,,,,,BROTTE-LES-RAY
943,71000,,,22.0,2.0,1.0,1.0,,21.0,10.0,SANCE
944,71100,,,2.0,1.0,2.0,,2.0,16.0,,SEVREY
945,71200,,,,,,,,2.0,,SAINT-SERNIN-DU-BOIS
946,71250,,,,,,1.0,,,,BERGESSERIN
947,71300,,,,,,,,1.0,,SAINT-BERAIN-SOUS-SANVIGNES
948,71400,2.0,,,,,,,2.0,,TAVERNAY
949,71470,,,,,,1.0,,,,SAINTE-CROIX
950,71500,,,,,1.0,1.0,,,,LA CHAPELLE-NAUDE
951,71600,,,,,1.0,,,,,HAUTEFOND
952,71850,,,,,,,3.0,,,CHARNAY-LES-MACON
953,72000,,7.0,12.0,7.0,5.0,61.0,50.0,45.0,4.0,
954,72100,,1.0,8.0,1.0,2.0,42.0,2.0,7.0,,
955,72190,,,,,,,,,2.0,COULAINES
956,72200,,,1.0,,,,,5.0,,MAREIL-SUR-LOIR
957,72300,,,1.0,,2.0,,,,5.0,PARCE-SUR-SARTHE
958,72400,,,,,,3.0,,,,SAINT-AUBIN-DES-COUDRAIS
959,72440,,,,,,1.0,,,,MAISONCELLES
960,72560,3.0,,,,,,,,,CHANGE
961,73000,,,10.0,5.0,,,17.0,8.0,10.0,CHAMBERY
962,73200,,,,2.0,4.0,,,,,THENESOL
963,73500,,,,,1.0,,,,,MODANE
964,74000,,19.0,12.0,8.0,2.0,8.0,31.0,11.0,13.0,ANNECY
965,74100,,,7.0,21.0,,1.0,8.0,,,VILLE-LA-GRAND
966,74120,,,,,,,,,5.0,PRAZ-SUR-ARLY
967,74130,,4.0,,23.0,,,,,2.0,BONNEVILLE
968,74140,,,,,,,1.0,,,SCIEZ
969,74150,,11.0,8.0,,,,,8.0,,SAINT-EUSEBE
970,74160,,,,,,,2.0,,,BEAUMONT
971,74200,,,4.0,,,,,28.0,,ANTHY-SUR-LEMAN
972,74210,,2.0,,,,,,,,MARLENS
973,74300,,,,7.0,,,1.0,,,CLUSES
974,74330,,,,,1.0,,1.0,,2.0,EPAGNY
975,74350,,2.0,,,,,,,,VILLY-LE-PELLOUX
976,74370,,,,,,,1.0,,,LES OLLIERES
977,74400,,1.0,,,,,,,,CHAMONIX-MONT-BLANC
978,74580,,,,,3.0,,,,,VIRY
979,74700,,,,,,,,,2.0,CORDON
980,74800,,,,,,,,2.0,,SAINT-LAURENT
981,74930,,,,,,,1.0,,,SCIENTRIER
982,75000,2.0,54.0,61.0,43.0,73.0,55.0,26.0,50.0,40.0,PARIS
983,75001,11.0,229.0,152.0,191.0,212.0,139.0,152.0,151.0,144.0,PARIS-1ER-ARRONDISSEMENT
984,75002,7.0,110.0,121.0,122.0,148.0,89.0,92.0,175.0,51.0,PARIS-2E-ARRONDISSEMENT
985,75003,632.0,6260.0,6057.0,6204.0,5761.0,5287.0,5836.0,6231.0,4594.0,PARIS-3E-ARRONDISSEMENT
986,75004,12.0,211.0,92.0,102.0,157.0,96.0,93.0,92.0,212.0,PARIS-4E-ARRONDISSEMENT
987,75005,1.0,98.0,112.0,135.0,128.0,136.0,100.0,101.0,89.0,PARIS-5E-ARRONDISSEMENT
988,75006,17.0,59.0,163.0,106.0,69.0,45.0,48.0,86.0,31.0,PARIS-6E-ARRONDISSEMENT
989,75007,6.0,65.0,107.0,49.0,45.0,33.0,50.0,54.0,35.0,PARIS-7E-ARRONDISSEMENT
990,75008,2.0,163.0,66.0,147.0,154.0,101.0,140.0,210.0,61.0,PARIS-8E-ARRONDISSEMENT
991,75009,26.0,221.0,121.0,184.0,152.0,174.0,115.0,212.0,150.0,PARIS-9E-ARRONDISSEMENT
992,75010,65.0,947.0,746.0,561.0,559.0,665.0,470.0,594.0,573.0,PARIS-10E-ARRONDISSEMENT
993,75011,59.0,495.0,420.0,412.0,460.0,329.0,298.0,396.0,281.0,PARIS-11E-ARRONDISSEMENT
994,75012,95.0,662.0,469.0,425.0,693.0,592.0,902.0,467.0,734.0,PARIS-12E-ARRONDISSEMENT
995,75013,67.0,851.0,684.0,600.0,673.0,535.0,693.0,628.0,446.0,PARIS-13E-ARRONDISSEMENT
996,75014,39.0,477.0,321.0,1047.0,342.0,294.0,372.0,423.0,406.0,PARIS-14E-ARRONDISSEMENT
997,75015,51.0,856.0,779.0,513.0,547.0,382.0,460.0,645.0,369.0,PARIS-15E-ARRONDISSEMENT
998,75016,1.0,72.0,83.0,93.0,126.0,57.0,56.0,63.0,25.0,PARIS-16E-ARRONDISSEMENT
999,75017,36.0,416.0,230.0,251.0,318.0,312.0,152.0,222.0,376.0,PARIS-17E-ARRONDISSEMENT
1000,75018,93.0,1352.0,1083.0,961.0,775.0,780.0,764.0,880.0,613.0,PARIS-18E-ARRONDISSEMENT
1001,75019,60.0,699.0,613.0,637.0,508.0,511.0,760.0,397.0,396.0,PARIS-19E-ARRONDISSEMENT
1002,75020,68.0,581.0,474.0,372.0,504.0,346.0,303.0,352.0,354.0,PARIS-20E-ARRONDISSEMENT
1003,75116,,1.0,60.0,10.0,22.0,12.0,,35.0,1.0,
1004,75231,,9.0,,,,,,,,
1005,75571,4.0,86.0,146.0,77.0,146.0,65.0,2.0,2.0,,
1006,75706,,3.0,,2.0,11.0,1.0,12.0,21.0,9.0,
1007,76000,,2.0,,1.0,,15.0,7.0,3.0,20.0,ROUEN
1008,76100,,4.0,46.0,27.0,29.0,46.0,47.0,61.0,181.0,
1009,76140,,,,,,,21.0,,,LE PETIT-QUEVILLY
1010,76150,,,,,,,,,3.0,MAROMME
1011,76170,,,,,,,3.0,,,SAINT-ANTOINE-LA-FORET
1012,76200,,,,,11.0,,2.0,3.0,19.0,DIEPPE
1013,76210,,,,,,,,4.0,,MIRVILLE
1014,76220,,,,,,2.0,,,,ERNEMONT-LA-VILLETTE
1015,76230,,,,,,3.0,,,,ISNEAUVILLE
1016,76270,,,,,,3.0,,,,VATIERVILLE
1017,76280,,,,,4.0,,,,,HERMEVILLE
1018,76300,,4.0,,,1.0,,,,2.0,SOTTEVILLE-LES-ROUEN
1019,76390,,,,,,,,,18.0,NULLEMONT
1020,76400,,,1.0,,,,2.0,,6.0,COLLEVILLE
1021,76410,,1.0,,,3.0,,1.0,,5.0,CLEON
1022,76440,,,,,,2.0,,,,LE FOSSE
1023,76500,,19.0,,,9.0,,,,,ELBEUF
1024,76510,,,,,,,,,2.0,RICARVILLE-DU-VAL
1025,76530,,,,2.0,,,,,2.0,GRAND-COURONNE
1026,76600,,,,,2.0,,,7.0,,
1027,76610,,,,,3.0,,,1.0,,
1028,76690,,,,4.0,,,,,,LE BOCASSE
1029,76730,,,,,,,5.0,,,VENESTANVILLE
1030,76770,,,,,,,,,7.0,HOUPPEVILLE
1031,76800,,,,,,15.0,,,10.0,SAINT-ETIENNE-DU-ROUVRAY
1032,76920,,,,,3.0,,,,,AMFREVILLE-LA-MI-VOIE
1033,76950,,,,,2.0,,,,,LES GRANDES-VENTES
1034,77000,7.0,128.0,105.0,244.0,167.0,138.0,259.0,310.0,362.0,MEULIN
1035,77100,,18.0,39.0,60.0,31.0,22.0,16.0,90.0,154.0,MAREUIL-LES-MEAUX
1036,77120,,37.0,18.0,17.0,20.0,8.0,2.0,28.0,24.0,MOUROUX
1037,77122,,,,,,,2.0,,,MONTHYON
1038,77127,,,,8.0,,,1.0,9.0,3.0,LIEUSAINT
1039,77130,,2.0,3.0,15.0,120.0,55.0,11.0,14.0,56.0,SAINT-GERMAIN-LAVAL
1040,77140,,1.0,2.0,10.0,,105.0,20.0,24.0,5.0,NONVILLE
1041,77144,,,,,,,,2.0,,MONTEVRAIN
1042,77150,,,,,,5.0,,1.0,,LESIGNY
1043,77160,,1.0,3.0,13.0,,1.0,3.0,16.0,7.0,VULAINES-LES-PROVINS
1044,77170,,3.0,,4.0,,13.0,6.0,15.0,9.0,COUBERT
1045,77174,,,,,,,1.0,,,VILLENEUVE-LE-COMTE
1046,77176,,,2.0,5.0,1.0,14.0,28.0,52.0,1.0,NANDY
1047,77177,,,2.0,,,,,1.0,,BROU-SUR-CHANTEREINE
1048,77185,,,,2.0,8.0,61.0,2.0,17.0,1.0,LOGNES
1049,77186,,1.0,86.0,5.0,,4.0,12.0,15.0,34.0,NOISIEL
1050,77190,,12.0,30.0,5.0,1.0,3.0,9.0,4.0,4.0,VILLIERS-EN-BIERE
1051,77200,1.0,7.0,2.0,9.0,10.0,36.0,10.0,15.0,46.0,TORCY
1052,77210,,3.0,9.0,,3.0,3.0,,7.0,,AVON
1053,77220,,,,11.0,1.0,11.0,1.0,13.0,4.0,GRETZ-ARMAINVILLIERS
1054,77230,,3.0,3.0,2.0,1.0,12.0,2.0,14.0,,VINANTES
1055,77240,,,,,,1.0,21.0,8.0,5.0,CESSON
1056,77247,,,,,,2.0,,,,
1057,77250,,,,,2.0,6.0,,,1.0,VILLEMER
1058,77260,,,1.0,7.0,2.0,9.0,,5.0,,CHAMIGNY
1059,77270,,11.0,9.0,16.0,20.0,4.0,12.0,13.0,7.0,VILLEPARISIS
1060,77280,2.0,1.0,,,,,,,,OTHIS
1061,77290,,21.0,5.0,7.0,13.0,27.0,,9.0,2.0,MITRY-MORY
1062,77300,,8.0,17.0,11.0,12.0,17.0,,6.0,65.0,FONTAINEBLEAU
1063,77310,,,1.0,3.0,81.0,4.0,6.0,35.0,2.0,PRINGY
1064,77320,,,,,3.0,12.0,,,1.0,CHOISY-EN-BRIE
1065,77330,,,,,,,1.0,,,OZOIR-LA-FERRIERE
1066,77340,,17.0,24.0,14.0,3.0,13.0,11.0,18.0,2.0,PONTAULT-COMBAULT
1067,77350,,,,7.0,,3.0,2.0,13.0,9.0,BOISSETTES
1068,77360,,,1.0,,5.0,,,5.0,7.0,VAIRES-SUR-MARNE
1069,77370,,,,,,5.0,,,,CLOS-FONTAINE
1070,77380,,,1.0,3.0,,,,,,COMBS-LA-VILLE
1071,77400,,10.0,1.0,26.0,3.0,,5.0,15.0,4.0,THORIGNY-SUR-MARNE
1072,77410,,,,,4.0,18.0,6.0,,4.0,CHARNY
1073,77420,,2.0,5.0,1.0,,15.0,24.0,40.0,22.0,CHAMPS-SUR-MARNE
1074,77430,,,1.0,,,2.0,,,,CHAMPAGNE-SUR-SEINE
1075,77450,,,,,1.0,27.0,,4.0,,ISLES-LES-VILLENOY
1076,77460,,,,,,1.0,,,2.0,SOUPPES-SUR-LOING
1077,77480,,,1.0,2.0,,,,,5.0,MONTIGNY-LE-GUESDIER
1078,77500,6.0,11.0,27.0,77.0,23.0,27.0,24.0,63.0,27.0,CHELLES
1079,77515,,,,1.0,,,,,,FAREMOUTIERS
1080,77520,,,2.0,9.0,2.0,,,2.0,,PAROY
1081,77540,,,,,,,,3.0,,LA CHAPELLE-IGER
1082,77550,,9.0,1.0,1.0,5.0,14.0,12.0,19.0,13.0,MOISSY-CRAMAYEL
1083,77580,,,,,,,,,1.0,MAISONCELLES-EN-BRIE
1084,77590,,,,,,,,4.0,5.0,FONTAINE-LE-PORT
1085,77600,,,5.0,3.0,3.0,2.0,16.0,,,GUERMANTES
1086,77610,,7.0,12.0,,2.0,,,,,LA HOUSSAYE-EN-BRIE
1087,77630,,3.0,,,,,,,,SAINT-MARTIN-EN-BIERE
1088,77645,,,4.0,,,,,,,
1089,77650,,,,,,,1.0,,,CHALMAISON
1090,77660,,,,4.0,,,,,,SAINT-JEAN-LES-DEUX-JUMEAUX
1091,77680,,4.0,8.0,1.0,2.0,1.0,,20.0,,ROISSY-EN-BRIE
1092,77700,,1.0,,7.0,58.0,7.0,18.0,6.0,11.0,MAGNY-LE-HONGRE
1093,77701,,,,,,,2.0,,,
1094,77720,,,,,,,,10.0,,SAINT-OUEN-EN-BRIE
1095,77870,,,,2.0,10.0,,,,,VULAINES-SUR-SEINE
1096,77930,,4.0,,,,,,,,PERTHES
1097,77940,,,,,,,,,1.0,MONTMACHOUX
1098,77950,,,,,,,,1.0,,RUBELLES
1099,78000,15.0,206.0,322.0,311.0,401.0,137.0,290.0,293.0,192.0,VERSAILLES
1100,78100,13.0,126.0,64.0,145.0,65.0,50.0,138.0,146.0,138.0,SAINT-GERMAIN-EN-LAYE
1101,78110,,8.0,27.0,53.0,22.0,1.0,9.0,4.0,24.0,LE VESINET
1102,78112,,,,,2.0,,,,,FOURQUEUX
1103,78114,,10.0,5.0,9.0,5.0,4.0,,3.0,,MAGNY-LES-HAMEAUX
1104,78120,7.0,43.0,113.0,32.0,164.0,94.0,135.0,43.0,69.0,RAMBOUILLET
1105,78124,,,,,,,,2.0,,MAREIL-SUR-MAULDRE
1106,78130,8.0,143.0,176.0,162.0,156.0,38.0,106.0,166.0,99.0,CHAPET
1107,78140,,14.0,1.0,7.0,5.0,12.0,7.0,1.0,18.0,VELIZY-VILLACOUBLAY
1108,78150,5.0,3.0,8.0,6.0,,1.0,12.0,,,LE CHESNAY
1109,78160,,15.0,,8.0,2.0,3.0,3.0,10.0,17.0,MARLY-LE-ROI
1110,78170,,2.0,28.0,34.0,13.0,7.0,14.0,58.0,16.0,LA CELLE-SAINT-CLOUD
1111,78180,1.0,40.0,27.0,66.0,45.0,21.0,36.0,24.0,41.0,MONTIGNY-LE-BRETONNEUX
1112,78190,13.0,183.0,125.0,153.0,129.0,109.0,125.0,127.0,88.0,TRAPPES
1113,78200,28.0,829.0,470.0,558.0,526.0,524.0,679.0,583.0,297.0,FLACOURT
1114,78210,,2.0,4.0,,,,,2.0,,SAINT-CYR-L'ECOLE
1115,78220,,2.0,1.0,7.0,9.0,4.0,14.0,8.0,2.0,VIROFLAY
1116,78230,,8.0,1.0,8.0,2.0,,7.0,6.0,2.0,LE PECQ
1117,78240,,2.0,2.0,,1.0,,,,,CHAMBOURCY
1118,78250,,36.0,11.0,29.0,32.0,13.0,25.0,13.0,7.0,MEULAN-EN-YVELINES
1119,78260,,9.0,,10.0,3.0,9.0,3.0,4.0,,ACHERES
1120,78270,,70.0,23.0,17.0,5.0,8.0,24.0,14.0,35.0,BONNIERES-SUR-SEINE
1121,78280,8.0,27.0,38.0,41.0,39.0,32.0,20.0,70.0,46.0,GUYANCOURT
1122,78290,,8.0,3.0,4.0,,,19.0,4.0,2.0,CROISSY-SUR-SEINE
1123,78300,16.0,181.0,249.0,144.0,152.0,144.0,226.0,218.0,195.0,POISSY
1124,78310,,17.0,21.0,33.0,42.0,11.0,66.0,35.0,32.0,COIGNIERES
1125,78320,7.0,28.0,4.0,30.0,11.0,2.0,1.0,6.0,,LEVIS-SAINT-NOM
1126,78330,7.0,1.0,8.0,4.0,16.0,15.0,11.0,8.0,6.0,FONTENAY-LE-FLEURY
1127,78340,1.0,,5.0,3.0,12.0,2.0,48.0,11.0,10.0,LES CLAYES-SOUS-BOIS
1128,78350,,8.0,4.0,2.0,,14.0,,,,JOUY-EN-JOSAS
1129,78360,,,20.0,50.0,9.0,2.0,9.0,4.0,19.0,MONTESSON
1130,78370,,24.0,92.0,26.0,154.0,10.0,42.0,60.0,53.0,PLAISIR
1131,78380,,4.0,6.0,,12.0,,3.0,5.0,1.0,BOUGIVAL
1132,78390,,,1.0,2.0,2.0,3.0,2.0,,,BOIS-D'ARCY
1133,78400,1.0,26.0,10.0,57.0,19.0,17.0,36.0,38.0,42.0,CHATOU
1134,78410,,6.0,21.0,17.0,,6.0,10.0,6.0,13.0,LA FALAISE
1135,78430,,13.0,16.0,20.0,2.0,8.0,26.0,23.0,20.0,LOUVECIENNES
1136,78440,,3.0,39.0,,27.0,73.0,4.0,,,DROCOURT
1137,78450,,1.0,4.0,3.0,,,,,3.0,VILLEPREUX
1138,78460,11.0,,4.0,6.0,15.0,,,29.0,8.0,CHEVREUSE
1139,78480,1.0,6.0,10.0,5.0,12.0,13.0,2.0,19.0,8.0,VERNEUIL-SUR-SEINE
1140,78490,,7.0,,,,,,1.0,,BAZOCHES-SUR-GUYONNE
1141,78500,4.0,71.0,37.0,191.0,68.0,52.0,70.0,142.0,68.0,SARTROUVILLE
1142,78510,,4.0,2.0,4.0,20.0,3.0,8.0,37.0,7.0,TRIEL-SUR-SEINE
1143,78520,,42.0,8.0,34.0,28.0,15.0,23.0,58.0,10.0,LIMAY
1144,78530,,,,,2.0,1.0,,,,BUC
1145,78540,4.0,2.0,4.0,,9.0,6.0,1.0,8.0,2.0,VERNOUILLET
1146,78550,1.0,11.0,2.0,4.0,16.0,5.0,8.0,4.0,2.0,HOUDAN
1147,78560,,,,1.0,,15.0,18.0,,,LE PORT-MARLY
1148,78570,4.0,29.0,57.0,28.0,88.0,27.0,65.0,45.0,36.0,ANDRESY
1149,78580,,59.0,12.0,,1.0,2.0,1.0,5.0,8.0,MAULE
1150,78590,,,19.0,,2.0,,,2.0,1.0,RENNEMOULIN
1151,78600,,,10.0,5.0,3.0,8.0,4.0,6.0,6.0,LE MESNIL-LE-ROI
1152,78610,,,,,,,8.0,2.0,3.0,LE PERRAY-EN-YVELINES
1153,78620,,,3.0,,,,,,,L'ETANG-LA-VILLE
1154,78630,,2.0,3.0,1.0,3.0,,,,11.0,MORAINVILLIERS
1155,78640,,,2.0,,1.0,1.0,1.0,3.0,,SAINT-GERMAIN-DE-LA-GRANGE
1156,78650,,4.0,4.0,,,,40.0,,5.0,SAULX-MARCHAIS
1157,78660,,5.0,,,7.0,,,,2.0,ALLAINVILLE
1158,78670,,,1.0,3.0,,,,7.0,,MEDAN
1159,78680,,,,4.0,,,,,,EPONE
1160,78690,,,,1.0,1.0,,3.0,2.0,,SAINT-REMY-L'HONORE
1161,78700,12.0,119.0,106.0,97.0,62.0,87.0,139.0,180.0,56.0,CONFLANS-SAINTE-HONORINE
1162,78710,,,9.0,9.0,1.0,1.0,5.0,,2.0,ROSNY-SUR-SEINE
1163,78711,2.0,37.0,25.0,50.0,48.0,56.0,41.0,33.0,16.0,MANTES-LA-VILLE
1164,78720,,4.0,4.0,5.0,,,,,,SAINT-FORGET
1165,78730,,3.0,1.0,1.0,,,2.0,2.0,,SAINT-ARNOULT-EN-YVELINES
1166,78740,,,,,,,14.0,,4.0,EVECQUEMONT
1167,78760,,5.0,1.0,7.0,8.0,10.0,,3.0,5.0,JOUARS-PONTCHARTRAIN
1168,78770,,,,,,2.0,14.0,,,MARCQ
1169,78780,,,,1.0,,,4.0,,,MAURECOURT
1170,78800,,26.0,30.0,35.0,22.0,15.0,22.0,14.0,15.0,HOUILLES
1171,78810,,,,,,,3.0,,,FEUCHEROLLES
1172,78830,,1.0,,,3.0,1.0,1.0,5.0,,BONNELLES
1173,78860,,,9.0,,1.0,,,,1.0,SAINT-NOM-LA-BRETECHE
1174,78870,,,,,1.0,,1.0,,,BAILLY
1175,78910,,,,,4.0,,,,,CIVRY-LA-FORET
1176,78920,,,4.0,3.0,,,,,,ECQUEVILLY
1177,78930,,1.0,,1.0,2.0,,,,4.0,VERT
1178,78955,,,11.0,5.0,3.0,2.0,3.0,2.0,,CARRIERES-SOUS-POISSY
1179,78960,,10.0,1.0,2.0,,2.0,,,1.0,VOISINS-LE-BRETONNEUX
1180,78970,,1.0,1.0,,3.0,4.0,,1.0,,MEZIERES-SUR-SEINE
1181,78980,,61.0,,,2.0,7.0,1.0,,,MONDREVILLE
1182,78990,41.0,27.0,46.0,23.0,22.0,25.0,23.0,35.0,15.0,ELANCOURT
1183,79000,,21.0,12.0,19.0,,,6.0,3.0,,SCIECQ
1184,79300,,,,6.0,,,,3.0,,LA CHAPELLE-GAUDIN
1185,79370,,,1.0,,,,,,,THORIGNE
1186,80000,5.0,31.0,7.0,43.0,9.0,19.0,42.0,28.0,19.0,AMIENS
1187,80080,,,,,3.0,,3.0,,,
1188,80100,,,,3.0,,,,1.0,,ABBEVILLE
1189,80130,,,,,,,,2.0,,ALLENAY
1190,80240,,,,,,,2.0,,,VILLERS-FAUCON
1191,80300,,,,,2.0,,,,,FRICOURT
1192,80320,,,,,,1.0,,,,LIHONS
1193,80480,,,,1.0,,,,,,VERS-SUR-SELLES
1194,80610,,,,,,,,1.0,,SAINT-OUEN
1195,81000,,1.0,15.0,,,,1.0,12.0,,ALBI
1196,81100,,3.0,,,,,,3.0,,BURLATS
1197,81170,,,,,,,,2.0,,SOUEL
1198,81300,9.0,,,,,,,,4.0,MISSECLE
1199,81310,,,1.0,,,,,,,PEYROLE
1200,81400,,,,2.0,,,,,,ROSIERES
1201,81500,,3.0,,,,,,,,FIAC
1202,81600,,,2.0,1.0,,,3.0,,,RIVIERES
1203,82000,,,4.0,7.0,1.0,,,,,MONTAUBAN
1204,82120,,4.0,,,,,,,,LACHAPELLE
1205,82170,,,,6.0,,,,,,POMPIGNAN
1206,82200,,,5.0,1.0,1.0,,1.0,,,BOUDOU
1207,82300,,,,4.0,,,,,,MONTEILS
1208,83000,,,6.0,,,,1.0,2.0,,
1209,83100,,8.0,14.0,12.0,22.0,15.0,12.0,25.0,17.0,
1210,83110,,,,,,,2.0,,,SANARY-SUR-MER
1211,83120,,1.0,,,,,,,,SAINTE-MAXIME
1212,83130,,4.0,,,2.0,,,,,LA GARDE
1213,83150,,,,,2.0,,,,,BANDOL
1214,83170,,,9.0,,,,6.0,3.0,,VINS-SUR-CARAMY
1215,83190,,,,,,,6.0,,,OLLIOULES
1216,83200,,,,,,,,2.0,,LE REVEST-LES-EAUX
1217,83210,,,,1.0,,,,,,SOLLIES-TOUCAS
1218,83300,,,3.0,7.0,,1.0,,3.0,2.0,CHATEAUDOUBLE
1219,83310,,,,,,,22.0,,,LA MOLE
1220,83350,,,,,,,1.0,,,RAMATUELLE
1221,83370,,,,15.0,,,,,,
1222,83400,,,,,,,5.0,,,HYERES
1223,83440,,,,,,,,2.0,,SAINT-PAUL-EN-FORET
1224,83460,,,,1.0,,,,,,LES ARCS
1225,83470,,,1.0,,,,,,,SAINT-MAXIMIN-LA-SAINTE-BAUME
1226,83480,,,,3.0,,,,,,PUGET-SUR-ARGENS
1227,83500,,,2.0,1.0,2.0,,15.0,,,LA SEYNE-SUR-MER
1228,83560,,1.0,,,,,,,,RIANS
1229,83600,,,,24.0,,,,,,LES ADRETS-DE-L'ESTEREL
1230,83700,,,,43.0,,,2.0,,,
1231,83830,,3.0,,1.0,,,,,,CALLAS
1232,83840,,,,,,,,1.0,,LA ROQUE-ESCLAPON
1233,83990,,,,3.0,,,,1.0,,SAINT-TROPEZ
1234,84000,8.0,5.0,34.0,4.0,32.0,19.0,12.0,7.0,15.0,AVIGNON
1235,84130,,,,,,,1.0,1.0,,LE PONTET
1236,84200,,,4.0,,,,2.0,,10.0,CARPENTRAS
1237,84300,,10.0,1.0,4.0,,,,,,CAVAILLON
1238,84400,,7.0,,,,,,,,CASTELLET
1239,85000,,7.0,19.0,7.0,17.0,1.0,15.0,,22.0,MOUILLERON-LE-CAPTIF
1240,85017,,,,,,,4.0,,,
1241,85100,,3.0,3.0,,,,9.0,,,LES SABLES-D'OLONNE
1242,85160,,,,,,2.0,,,,SAINT-JEAN-DE-MONTS
1243,85170,,,,,,,,1.0,,BEAUFOU
1244,85200,,,,7.0,,2.0,,,1.0,LONGEVES
1245,85300,,,3.0,,,,4.0,,,SALLERTAINE
1246,85340,,,,,,,,3.0,,L'ILE-D'OLONNE
1247,85400,,,,,1.0,,,,1.0,LAIROUX
1248,85440,,1.0,,,,,,,,SAINT-HILAIRE-LA-FORET
1249,85500,,,,,,,13.0,,9.0,BEAUREPAIRE
1250,85600,,,,,,,,1.0,,MONTAIGU
1251,85610,,,,,,,,11.0,,LA BERNARDIERE
1252,85670,,,,10.0,,,,7.0,,FALLERON
1253,85740,,,,,,,,1.0,,L'EPINE
1254,85800,,1.0,,,,4.0,1.0,3.0,2.0,GIVRAND
1255,86000,,2.0,20.0,26.0,2.0,,19.0,8.0,4.0,POITIERS
