,codePostal,location,Code Postal,Commune,dep
1006,8,44410,44410,LA CHAPELLE-DES-MARAIS,44
1007,8,06530,06530,PEYMEINADE,06
1008,8,06530,06530,LE TIGNET,06
1009,8,06530,06530,CABRIS,06
1010,8,06530,06530,SAINT-CEZAIRE-SUR-SIAGNE,06
1011,8,06530,06530,SPERACEDES,06
1012,8,13600,13600,LA CIOTAT,13
1013,8,13600,13600,CEYRESTE,13
1014,8,59140,,,59
1015,8,67400,67400,ILLKIRCH-GRAFFENSTADEN,67
1016,8,77250,77250,ECUELLES,77
1017,8,77250,77250,VENEUX-LES-SABLONS,77
1018,8,77250,77250,MONTARLOT,77
1019,8,77250,77250,MORET-SUR-LOING,77
1020,8,77250,77250,VILLECERF,77
1021,8,77250,77250,EPISY,77
1022,8,77250,77250,VILLEMER,77
1023,8,06540,06540,BREIL-SUR-ROYA,06
1024,8,06540,06540,FONTAN,06
1025,8,06540,06540,SAORGE,06
1026,8,44530,44530,SAINT-GILDAS-DES-BOIS,44
1027,8,44530,44530,DREFFEAC,44
1028,8,44530,44530,GUENROUET,44
1029,8,44530,44530,SEVERAC,44
1030,8,76610,,,76
1031,8,78580,78580,JUMEAUVILLE,78
1032,8,78580,78580,BAZEMONT,78
1033,8,78580,78580,HERBEVILLE,78
1034,8,78580,78580,LES ALLUETS-LE-ROI,78
1035,8,78580,78580,MAULE,78
1036,8,77170,77170,SERVON,77
1037,8,77170,77170,BRIE-COMTE-ROBERT,77
1038,8,77170,77170,COUBERT,77
1039,8,91390,91390,MORSANG-SUR-ORGE,91
1040,8,94510,94510,LA QUEUE-EN-BRIE,94
1041,8,33370,33370,LOUPES,33
1042,8,33370,33370,FARGUES-SAINT-HILAIRE,33
1043,8,33370,33370,TRESSES,33
1044,8,33370,33370,YVRAC,33
1045,8,33370,33370,POMPIGNAC,33
1046,8,33370,33370,ARTIGUES-PRES-BORDEAUX,33
1047,8,33370,33370,SALLEBOEUF,33
1048,8,33370,33370,BONNETAN,33
1049,8,77230,77230,MONTGE-EN-GOELE,77
1050,8,77230,77230,LONGPERRIER,77
1051,8,77230,77230,VILLENEUVE-SOUS-DAMMARTIN,77
1052,8,77230,77230,JUILLY,77
1053,8,77230,77230,SAINT-MARD,77
1054,8,77230,77230,MARCHEMORET,77
1055,8,77230,77230,MOUSSY-LE-NEUF,77
1056,8,77230,77230,MOUSSY-LE-VIEUX,77
1057,8,77230,77230,DAMMARTIN-EN-GOELE,77
1058,8,77230,77230,THIEUX,77
1059,8,77230,77230,ROUVRES,77
1060,8,77230,77230,NANTOUILLET,77
1061,8,77230,77230,VINANTES,77
1062,8,06440,06440,PEILLON,06
1063,8,06440,06440,BLAUSASC,06
1064,8,06440,06440,LUCERAM,06
1065,8,06440,06440,PEILLE,06
1066,8,06440,06440,L'ESCARENE,06
1067,8,06440,06440,TOUET-DE-L'ESCARENE,06
1068,8,34190,34190,GORNIES,34
1069,8,34190,34190,FERRIERES-LES-VERRERIES,34
1070,8,34190,34190,SAINT-ANDRE-DE-BUEGES,34
1071,8,34190,34190,AGONES,34
1072,8,34190,34190,LAROQUE,34
1073,8,34190,34190,SAINT-BAUZILLE-DE-PUTOIS,34
1074,8,34190,34190,CAZILHAC,34
1075,8,34190,34190,BRISSAC,34
1076,8,34190,34190,GANGES,34
1077,8,34190,34190,MONTOULIEU,34
1078,8,34190,34190,MOULES-ET-BAUCELS,34
1079,8,77430,77430,CHAMPAGNE-SUR-SEINE,77
1080,8,95420,95420,CLERY-EN-VEXIN,95
1081,8,95420,95420,NUCOURT,95
1082,8,95420,95420,GENAINVILLE,95
1083,8,95420,95420,MAUDETOUR-EN-VEXIN,95
1084,8,95420,95420,BANTHELU,95
1085,8,95420,95420,HODENT,95
1086,8,95420,95420,CHARMONT,95
1087,8,95420,95420,MAGNY-EN-VEXIN,95
1088,8,95420,95420,LA CHAPELLE-EN-VEXIN,95
1089,8,95420,95420,ARTHIES,95
1090,8,95420,95420,WY-DIT-JOLI-VILLAGE,95
1091,8,95420,95420,SAINT-GERVAIS,95
1092,8,95420,95420,OMERVILLE,95
1093,8,34570,34570,SAUSSAN,34
1094,8,34570,34570,MURVIEL-LES-MONTPELLIER,34
1095,8,34570,34570,MONTARNAUD,34
1096,8,34570,34570,PIGNAN,34
1097,8,34570,34570,SAINT-PAUL-ET-VALMALLE,34
1098,8,34570,34570,VAILHAUQUES,34
1099,8,31000,,,31
1100,8,13002,13002,MARSEILLE--2E--ARRONDISSEMENT,13
1101,8,87000,,,87
1102,8,95610,95610,ERAGNY,95
1103,8,44270,44270,SAINT-ETIENNE-DE-MER-MORTE,44
1104,8,44270,44270,MACHECOUL,44
1105,8,44270,44270,SAINT-MEME-LE-TENU,44
1106,8,44270,44270,LA MARNE,44
1107,8,44270,44270,PAULX,44
1108,8,69009,69009,LYON--9E--ARRONDISSEMENT,69
1109,8,44980,44980,SAINTE-LUCE-SUR-LOIRE,44
1110,7,44550,44550,SAINT-MALO-DE-GUERSAC,44
1111,7,44550,44550,MONTOIR-DE-BRETAGNE,44
1112,7,44420,44420,PIRIAC-SUR-MER,44
1113,7,44420,44420,MESQUER,44
1114,7,44420,44420,LA TURBALLE,44
1115,7,91380,91380,CHILLY-MAZARIN,91
1116,7,67800,67800,BISCHHEIM,67
1117,7,67800,67800,HOENHEIM,67
1118,7,67130,67130,LUTZELHOUSE,67
1119,7,67130,67130,BLANCHERUPT,67
1120,7,67130,67130,BAREMBACH,67
1121,7,67130,67130,GRANDFONTAINE,67
1122,7,67130,67130,BELLEFOSSE,67
1123,7,67130,67130,WALDERSBACH,67
1124,7,67130,67130,NATZWILLER,67
1125,7,67130,67130,SCHIRMECK,67
1126,7,67130,67130,NEUVILLER-LA-ROCHE,67
1127,7,67130,67130,BELMONT,67
1128,7,67130,67130,MUHLBACH-SUR-BRUCHE,67
1129,7,67130,67130,WILDERSBACH,67
1130,7,67130,67130,SOLBACH,67
1131,7,67130,67130,RUSS,67
1132,7,67130,67130,FOUDAY,67
1133,7,67130,67130,WISCHES,67
1134,7,76130,76130,MONT-SAINT-AIGNAN,76
1135,7,78960,78960,VOISINS-LE-BRETONNEUX,78
1136,7,67240,67240,KALTENHOUSE,67
1137,7,67240,67240,BISCHWILLER,67
1138,7,67240,67240,KURTZENHOUSE,67
1139,7,67240,67240,SCHIRRHOFFEN,67
1140,7,67240,67240,OBERHOFFEN-SUR-MODER,67
1141,7,67240,67240,GRIES,67
1142,7,67240,67240,SCHIRRHEIN,67
1143,7,69004,69004,LYON--4E--ARRONDISSEMENT,69
1144,7,16000,16000,ANGOULEME,16
1145,7,17000,17000,LA ROCHELLE,17
1146,7,07300,07300,CHEMINAS,07
1147,7,07300,07300,ETABLES,07
1148,7,07300,07300,SAINT-JEAN-DE-MUZOLS,07
1149,7,07300,07300,GLUN,07
1150,7,07300,07300,PLATS,07
1151,7,07300,07300,MAUVES,07
1152,7,07300,07300,SAINT-BARTHELEMY-LE-PLAIN,07
1153,7,07300,07300,TOURNON-SUR-RHONE,07
1154,7,13400,13400,AUBAGNE,13
1155,7,59600,59600,VIEUX-RENG,59
1156,7,59600,59600,MAUBEUGE,59
1157,7,59600,59600,VILLERS-SIRE-NICOLE,59
1158,7,59600,59600,MAIRIEUX,59
1159,7,59600,59600,BETTIGNIES,59
1160,7,59600,59600,GOGNIES-CHAUSSEE,59
1161,7,59600,59600,ASSEVENT,59
1162,7,59600,59600,ELESMES,59
1163,7,59600,59600,BERSILLIES,59
1164,7,91080,91080,COURCOURONNES,91
1165,7,86000,86000,POITIERS,86
1166,7,13009,13009,MARSEILLE--9E--ARRONDISSEMENT,13
1167,7,78490,78490,MERE,78
1168,7,78490,78490,MAREIL-LE-GUYON,78
1169,7,78490,78490,GALLUIS,78
1170,7,78490,78490,GAMBAISEUIL,78
1171,7,78490,78490,VICQ,78
1172,7,78490,78490,BOISSY-SANS-AVOIR,78
1173,7,78490,78490,LES MESNULS,78
1174,7,78490,78490,GROSROUVRE,78
1175,7,78490,78490,MONTFORT-L'AMAURY,78
1176,7,78490,78490,LE TREMBLAY-SUR-MAULDRE,78
1177,7,78490,78490,BAZOCHES-SUR-GUYONNE,78
1178,7,44140,44140,MONTBERT,44
1179,7,44140,44140,LE BIGNON,44
1180,7,44140,44140,LA PLANCHE,44
1181,7,44140,44140,REMOUILLE,44
1182,7,44140,44140,GENESTON,44
1183,7,44140,44140,AIGREFEUILLE-SUR-MAINE,44
1184,7,67700,67700,OTTERSTHAL,67
1185,7,67700,67700,SAINT-JEAN-SAVERNE,67
1186,7,67700,67700,MONSWILLER,67
1187,7,67700,67700,WOLSCHHEIM,67
1188,7,67700,67700,MAENNOLSHEIM,67
1189,7,67700,67700,FURCHHAUSEN,67
1190,7,67700,67700,OTTERSWILLER,67
1191,7,67700,67700,LANDERSHEIM,67
1192,7,67700,67700,GOTTENHOUSE,67
1193,7,67700,67700,HAEGEN,67
1194,7,67700,67700,WALDOLWISHEIM,67
1195,7,67700,67700,SAVERNE,67
1196,7,67700,67700,ECKARTSWILLER,67
1197,7,77220,77220,PRESLES-EN-BRIE,77
1198,7,77220,77220,FAVIERES,77
1199,7,77220,77220,LIVERDY-EN-BRIE,77
1200,7,77220,77220,TOURNAN-EN-BRIE,77
1201,7,77220,77220,GRETZ-ARMAINVILLIERS,77
1202,7,77420,77420,CHAMPS-SUR-MARNE,77
1203,7,33220,33220,LA ROQUILLE,33
1204,7,33220,33220,FOUGUEYROLLES,33
1205,7,33220,33220,SAINT-AVIT-SAINT-NAZAIRE,33
1206,7,33220,33220,PINEUILH,33
1207,7,33220,33220,MARGUERON,33
1208,7,33220,33220,SAINT-QUENTIN-DE-CAPLONG,33
1209,7,33220,33220,RIOCAUD,33
1210,7,33220,33220,SAINT-PHILIPPE-DU-SEIGNAL,33
1211,7,33220,33220,CAPLONG,33
1212,7,33220,33220,SAINT-ANDRE-ET-APPELLES,33
1213,7,33220,33220,LES LEVES-ET-THOUMEYRAGUES,33
1214,7,33220,33220,EYNESSE,33
1215,7,33220,33220,LIGUEUX,33
1216,7,33220,33220,SAINTE-FOY-LA-GRANDE,33
1217,7,33220,33220,SAINT-AVIT-DE-SOULEGE,33
1218,7,33220,33220,PORT-SAINTE-FOY-ET-PONCHAPT,33
1219,7,91430,91430,VAUHALLAN,91
1220,7,91430,91430,IGNY,91
1221,7,33450,33450,IZON,33
1222,7,33450,33450,SAINT-LOUBES,33
1223,7,33450,33450,SAINT-SULPICE-ET-CAMEYRAC,33
1224,7,33450,33450,MONTUSSAN,33
1225,7,95170,95170,DEUIL-LA-BARRE,95
1226,7,78114,78114,MAGNY-LES-HAMEAUX,78
1227,7,77330,77330,OZOIR-LA-FERRIERE,77
1228,7,77310,77310,SAINT-FARGEAU-PONTHIERRY,77
1229,7,77310,77310,BOISSISE-LE-ROI,77
1230,7,77310,77310,PRINGY,77
1231,7,67380,67380,LINGOLSHEIM,67
1232,7,33120,33120,ARCACHON,33
1233,7,33650,33650,SAINT-MORILLON,33
1234,7,33650,33650,SAINT-SELVE,33
1235,7,33650,33650,CABANAC-ET-VILLAGRAINS,33
1236,7,33650,33650,SAUCATS,33
1237,7,33650,33650,MARTILLAC,33
1238,7,33650,33650,SAINT-MEDARD-D'EYRANS,33
1239,7,33650,33650,LA BREDE,33
1240,7,33350,33350,SAINT-PEY-DE-CASTETS,33
1241,7,33350,33350,SAINTE-RADEGONDE,33
1242,7,33350,33350,CIVRAC-SUR-DORDOGNE,33
1243,7,33350,33350,SAINT-MAGNE-DE-CASTILLON,33
1244,7,33350,33350,BOSSUGAN,33
1245,7,33350,33350,CASTILLON-LA-BATAILLE,33
1246,7,33350,33350,GARDEGAN-ET-TOURTIRAC,33
1247,7,33350,33350,LES SALLES-DE-CASTILLON,33
1248,7,33350,33350,SAINTE-TERRE,33
1249,7,33350,33350,DOULEZON,33
1250,7,33350,33350,FLAUJAGUES,33
1251,7,33350,33350,SAINT-GENES-DE-CASTILLON,33
1252,7,33350,33350,MOULIETS-ET-VILLEMARTIN,33
1253,7,33350,33350,RUCH,33
1254,7,33350,33350,SAINT-PHILIPPE-D'AIGUILLE,33
1255,7,33350,33350,SAINTE-COLOMBE,33
1256,7,33350,33350,PUJOLS,33
1257,7,33350,33350,MERIGNAS,33
1258,7,33350,33350,SAINTE-FLORENCE,33
1259,7,33350,33350,BELVES-DE-CASTILLON,33
1260,7,33240,33240,MOUILLAC,33
1261,7,33240,33240,LA LANDE-DE-FRONSAC,33
1262,7,33240,33240,SAINT-GENES-DE-FRONSAC,33
1263,7,33240,33240,SALIGNAC,33
1264,7,33240,33240,PERISSAC,33
1265,7,33240,33240,SAINT-ANTOINE,33
1266,7,33240,33240,ASQUES,33
1267,7,33240,33240,SAINT-GERVAIS,33
1268,7,33240,33240,VERAC,33
1269,7,33240,33240,SAINT-ANDRE-DE-CUBZAC,33
1270,7,33240,33240,CUBZAC-LES-PONTS,33
1271,7,33240,33240,PEUJARD,33
1272,7,33240,33240,SAINT-LAURENT-D'ARCE,33
1273,7,33240,33240,SAINT-ROMAIN-LA-VIRVEE,33
1274,7,33240,33240,LUGON-ET-L'ILE-DU-CARNAY,33
1275,7,33240,33240,CADILLAC-EN-FRONSADAIS,33
1276,7,33240,33240,VIRSAC,33
1277,7,33240,33240,AUBIE-ET-ESPESSAS,33
1278,7,33240,33240,GAURIAGUET,33
1279,7,33240,33240,SAINT-GERMAIN-DE-LA-RIVIERE,33
1280,7,33240,33240,TARNES,33
1281,7,77185,77185,LOGNES,77
1282,7,42000,,,42
1283,7,93410,93410,VAUJOURS,93
1284,7,77600,77600,CHANTELOUP-EN-BRIE,77
1285,7,77600,77600,BUSSY-SAINT-GEORGES,77
1286,7,77600,77600,BUSSY-SAINT-MARTIN,77
1287,7,77600,77600,JOSSIGNY,77
1288,7,77600,77600,CONCHES-SUR-GONDOIRE,77
1289,7,77600,77600,GUERMANTES,77
1290,7,78420,78420,CARRIERES-SUR-SEINE,78
1291,7,13013,13013,MARSEILLE-13E--ARRONDISSEMENT,13
1292,7,78330,78330,FONTENAY-LE-FLEURY,78
1293,7,78350,78350,LES LOGES-EN-JOSAS,78
1294,7,78350,78350,JOUY-EN-JOSAS,78
1295,6,63160,63160,SAINT-JULIEN-DE-COPPEL,63
1296,6,63160,63160,EGLISENEUVE-PRES-BILLOM,63
1297,6,63160,63160,FAYET-LE-CHATEAU,63
1298,6,63160,63160,REIGNAT,63
1299,6,63160,63160,BILLOM,63
1300,6,63160,63160,GLAINE-MONTAIGUT,63
1301,6,63160,63160,ESPIRAT,63
1302,6,63160,63160,NEUVILLE,63
1303,6,63160,63160,BONGHEAT,63
1304,6,63160,63160,MONTMORIN,63
